Année;Consommation (MW);Thermique (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Bioénergies (MW)
2021-01-13;7201;213;6669;337;263;1127;175
2021-01-13;7156;213;5705;339;334;1113;174
2021-01-13;7195;205;5708;359;386;1099;171
2021-01-13;7236;204;5708;374;564;1105;171
2021-01-13;7185;210;5709;384;612;1083;175
2021-01-13;7272;206;5707;439;674;1054;174
2021-01-13;7106;208;5710;463;565;1087;174
2021-01-13;7142;209;5709;410;520;1009;173
2021-01-13;7061;209;5709;398;535;1015;173
2021-01-13;6905;217;5708;410;383;982;164
2021-01-13;6825;217;5709;399;341;1007;166
2021-01-13;6682;212;5711;362;256;996;171
2021-01-13;6684;212;5712;371;162;1022;167
2021-01-13;6644;211;5711;353;94;967;167
2021-01-13;6634;212;5710;369;15;965;168
2021-01-13;6885;212;5777;393;0;1014;168
2021-01-13;7161;213;5932;397;0;1029;172
2021-01-13;7332;212;5982;415;0;1036;179
2021-01-13;7283;212;6246;392;0;996;174
2021-01-13;7252;212;6588;404;0;804;178
2021-01-13;6973;210;6587;384;0;714;173
2021-01-13;6756;210;6473;407;0;632;179
2021-01-13;6621;210;6498;406;0;598;180
2021-01-13;6494;210;6461;361;0;511;181
2021-01-13;6532;210;6476;343;0;491;178
2021-01-13;6749;210;6492;339;0;564;176
2021-01-13;6555;210;6461;327;0;463;178
2021-01-14;6582;210;6453;320;0;525;173
2021-01-14;6487;210;5974;327;0;540;176
2021-01-14;6311;210;5880;324;0;529;173
2021-01-14;6532;211;5895;339;0;507;176
2021-01-14;6375;211;5909;335;0;435;179
2021-01-14;6399;211;5929;325;0;427;180
2021-01-14;6197;211;5908;318;0;428;182
2021-01-14;6022;211;5989;315;0;444;183
2021-01-14;5893;211;5965;299;0;443;183
2021-01-14;5833;212;5962;290;0;364;182
2021-01-14;5843;211;5945;296;0;366;183
2021-01-14;6033;211;5973;311;0;370;182
2021-01-14;6175;211;5980;310;1;480;181
2021-01-14;6566;212;5991;304;0;547;180
2021-01-14;6836;213;6041;351;0;667;177
2021-01-14;7127;214;6002;332;0;730;176
2021-01-14;7212;214;6595;336;0;988;173
2021-01-14;7176;212;6637;369;0;1117;172
2021-01-14;7255;213;6641;382;6;1131;177
2021-01-14;7218;211;6643;394;64;1143;177
2021-01-14;7257;210;6641;377;146;1049;175
2021-01-14;7023;210;6640;375;243;1063;173
2021-01-14;7030;211;6640;419;320;1076;180
2021-01-14;7018;207;6650;455;343;1068;178
2021-01-14;7154;210;6649;506;417;1060;177
2021-01-14;7097;209;6634;552;395;1046;179
2021-01-14;7252;207;6647;596;412;1033;182
2021-01-14;7188;208;6645;630;380;925;176
2021-01-14;7303;208;6644;658;343;925;175
2021-01-14;7190;208;6643;696;286;1006;175
2021-01-14;7019;209;6641;735;229;823;166
2021-01-14;7039;209;6625;759;168;833;162
2021-01-14;6909;210;6621;735;119;856;161
2021-01-14;6716;217;6629;729;78;996;157
2021-01-14;6669;210;6617;729;31;1055;156
2021-01-14;6597;210;6633;707;4;1061;159
2021-01-14;6760;210;6628;694;0;1165;162
2021-01-14;7100;210;6630;657;0;1193;169
2021-01-14;7083;211;6631;683;0;1198;170
2021-01-14;6958;210;6632;672;0;1182;176
2021-01-14;6791;210;6634;685;0;1072;174
2021-01-14;6638;207;6634;725;0;822;176
2021-01-14;6566;208;6634;741;0;709;175
2021-01-14;6380;208;6580;690;0;708;176
2021-01-14;6283;207;6517;645;0;679;179
2021-01-14;6369;208;6592;622;0;614;181
2021-01-14;6588;207;6594;593;0;687;179
2021-01-14;6431;207;6558;601;0;641;179
2021-01-15;6507;208;6561;596;0;563;181
2021-01-15;6481;208;6568;610;0;559;179
2021-01-15;6190;208;6544;605;0;554;176
2021-01-15;6320;209;6576;608;0;543;175
2021-01-15;6195;209;6571;620;0;550;176
2021-01-15;6283;209;6626;657;0;558;175
2021-01-15;6014;209;6577;643;0;552;181
2021-01-15;5925;209;6621;625;0;557;181
2021-01-15;5807;210;6625;615;0;558;179
2021-01-15;5717;210;6631;565;0;643;179
2021-01-15;5830;210;6594;518;0;635;177
2021-01-15;6025;210;6587;509;0;644;175
2021-01-15;6132;210;6587;508;0;652;178
2021-01-15;6561;211;6571;504;0;687;178
2021-01-15;6693;206;6602;490;0;819;179
2021-01-15;6856;202;6591;513;0;1142;180
2021-01-15;7048;202;6594;499;0;1180;176
2021-01-15;7050;208;6576;487;0;1270;176
2021-01-15;7088;209;6630;445;13;1279;179
2021-01-15;7154;209;6628;401;74;1273;178
2021-01-15;7100;209;6646;369;223;1281;178
2021-01-15;7188;213;6677;334;383;1296;174
2021-01-15;7061;211;6680;277;583;1281;170
2021-01-15;7156;211;6679;256;719;1260;168
2021-01-15;7088;215;6675;234;712;1173;173
2021-01-15;7072;212;6677;280;783;1149;182
2021-01-15;7186;213;6674;287;626;1141;184
2021-01-15;6910;211;6675;280;591;1154;182
2021-01-15;6950;210;6674;250;622;1150;181
2021-01-15;6874;210;6674;252;485;1170;176
2021-01-15;6688;210;6674;281;535;1161;172
2021-01-15;6570;213;6676;302;519;1168;173
2021-01-15;6438;209;6675;300;367;1171;176
2021-01-15;6381;210;6673;307;231;1159;172
2021-01-15;6413;214;6674;277;110;1189;174
2021-01-15;6523;215;6674;240;29;1163;176
2021-01-15;6796;215;6677;249;0;1166;177
2021-01-15;7034;214;6678;230;0;1092;178
2021-01-15;7097;216;6679;231;0;1272;180
2021-01-15;7135;219;6678;224;0;1278;180
2021-01-15;7048;218;6679;223;0;1179;179
2021-01-15;6858;216;6681;199;0;1162;177
2021-01-15;6671;217;6683;168;0;1154;177
2021-01-15;6599;217;6681;134;0;994;179
2021-01-15;6523;217;6683;147;0;947;181
2021-01-15;6544;218;6682;145;0;800;178
2021-01-15;6887;218;6684;145;0;793;179
2021-01-15;6811;218;6683;119;0;681;177
2021-01-16;6801;218;6681;105;0;667;177
2021-01-16;6748;218;6682;95;0;680;179
2021-01-16;6751;218;6683;100;0;632;180
2021-01-16;6870;214;6683;89;0;538;174
2021-01-16;6784;214;6683;82;0;532;177
2021-01-16;6924;214;6514;67;0;507;176
2021-01-16;6730;214;6122;71;0;503;176
2021-01-16;6632;217;6617;70;0;499;176
2021-01-16;6510;219;6657;72;0;493;177
2021-01-16;6519;219;6683;70;0;499;181
2021-01-16;6479;219;6683;71;0;496;180
2021-01-16;6666;219;6685;78;0;487;177
2021-01-16;6699;219;6676;77;0;496;174
2021-01-16;6914;219;6672;75;0;503;174
2021-01-16;7000;220;6671;84;0;521;178
2021-01-16;7097;219;6672;92;0;554;175
2021-01-16;7163;220;6668;108;0;707;174
2021-01-16;7323;219;6670;102;0;729;176
2021-01-16;7343;220;6669;126;37;866;174
2021-01-16;7492;219;6672;160;146;993;175
2021-01-16;7535;215;6671;178;323;1007;174
2021-01-16;7540;214;6667;211;497;1031;180
2021-01-16;7509;212;6670;207;586;1031;180
2021-01-16;7476;214;6668;193;716;974;177
2021-01-16;7547;217;6667;202;744;956;179
2021-01-16;7560;218;6664;235;708;951;179
2021-01-16;7637;217;6663;253;598;938;180
2021-01-16;7361;212;6663;261;558;734;183
2021-01-16;7362;211;6663;298;527;721;184
2021-01-16;7232;211;6661;341;497;696;183
2021-01-16;6933;211;6649;377;471;699;183
2021-01-16;6942;210;6588;422;379;685;182
2021-01-16;6683;210;6595;495;302;682;181
2021-01-16;6585;212;6606;539;174;682;185
2021-01-16;6440;210;6595;579;106;732;183
2021-01-16;6469;211;6605;600;27;824;184
2021-01-16;6619;213;6600;618;0;1025;181
2021-01-16;6882;215;6588;670;0;1045;181
2021-01-16;6962;215;6593;673;0;1058;182
2021-01-16;6933;214;6589;706;0;1022;184
2021-01-16;6867;215;6583;737;0;980;185
2021-01-16;6593;215;6581;740;0;918;184
2021-01-16;6412;215;6572;732;0;816;181
2021-01-16;6263;215;6575;720;0;726;184
2021-01-16;6192;215;6501;710;0;715;183
2021-01-16;6202;210;6515;669;0;691;183
2021-01-16;6465;210;6587;662;0;683;181
2021-01-16;6282;210;6587;614;0;602;178
2021-01-17;6334;211;6591;603;0;601;179
2021-01-17;6507;214;6594;557;0;503;182
2021-01-17;6394;212;6527;463;0;533;181
2021-01-17;6438;212;6548;356;0;660;181
2021-01-17;6071;213;6551;295;0;660;180
2021-01-17;6062;212;6585;272;0;631;179
2021-01-17;5900;212;6581;220;0;606;184
2021-01-17;5728;211;6583;195;0;632;185
2021-01-17;5554;212;6593;187;0;633;185
2021-01-17;5488;211;6595;226;0;661;185
2021-01-17;5403;212;6592;203;0;547;182
2021-01-17;5446;213;6595;227;0;478;180
2021-01-17;5475;213;6593;230;0;473;178
2021-01-17;5631;213;6601;238;0;470;182
2021-01-17;5648;212;6595;248;0;470;185
2021-01-17;5715;213;6596;260;0;467;183
2021-01-17;5785;212;6598;270;0;468;185
2021-01-17;5816;214;6602;253;0;500;184
2021-01-17;5914;215;6605;229;10;574;181
2021-01-17;5999;214;6595;246;58;670;182
2021-01-17;6205;214;6579;273;164;692;179
2021-01-17;6291;213;6565;264;313;673;180
2021-01-17;6309;213;6558;214;520;669;184
2021-01-17;6440;212;6593;183;751;670;181
2021-01-17;6499;213;6597;183;864;698;183
2021-01-17;6387;213;6595;206;1002;701;182
2021-01-17;6297;212;6582;215;985;701;184
2021-01-17;6213;211;6580;258;1008;566;181
2021-01-17;6142;211;6592;277;893;499;184
2021-01-17;6124;211;6590;266;912;509;185
2021-01-17;5921;212;6598;258;849;498;186
2021-01-17;5797;211;6593;201;769;500;184
2021-01-17;5525;212;6600;161;616;506;184
2021-01-17;5455;212;6598;144;420;531;183
2021-01-17;5528;213;6618;109;223;639;184
2021-01-17;5578;213;6633;103;66;976;184
2021-01-17;5914;214;6644;113;0;1008;182
2021-01-17;6556;215;6639;119;0;1058;180
2021-01-17;6584;215;6651;113;0;1085;182
2021-01-17;6561;216;6657;113;0;1084;179
2021-01-17;6610;216;6657;99;0;1059;179
2021-01-17;6477;216;6657;105;0;752;183
2021-01-17;6356;216;6657;94;0;674;181
2021-01-17;6258;218;6658;75;0;682;181
2021-01-17;6144;217;6659;69;0;662;182
2021-01-17;6339;217;6658;65;0;693;177
2021-01-17;6508;217;6594;58;0;785;175
2021-01-17;6441;216;6592;58;0;692;176
2021-01-18;6521;218;6567;56;0;690;173
2021-01-18;6553;217;6578;55;0;654;176
2021-01-18;6481;218;6547;56;0;630;175
2021-01-18;6687;217;6584;67;0;506;174
2021-01-18;6621;216;6567;64;0;503;172
2021-01-18;6616;211;6594;51;0;581;174
2021-01-18;6478;212;6613;46;0;613;179
2021-01-18;6252;212;6610;51;0;761;180
2021-01-18;6171;217;6592;53;0;763;175
2021-01-18;6177;217;6618;55;0;762;177
2021-01-18;6270;209;6639;57;0;601;183
2021-01-18;6488;209;6593;60;0;598;182
2021-01-18;6725;208;6666;58;0;671;179
2021-01-18;7108;208;6664;55;0;913;179
2021-01-18;7387;215;6666;55;0;955;166
2021-01-18;7819;216;6666;55;0;1059;172
2021-01-18;8076;216;6665;59;0;1071;165
2021-01-18;8141;217;6664;71;0;1157;161
2021-01-18;8185;217;6666;73;46;1241;166
2021-01-18;8270;217;6664;81;233;1268;177
2021-01-18;8181;216;6665;89;502;1263;173
2021-01-18;8059;216;6665;89;787;1257;175
2021-01-18;7878;217;6665;95;1052;1260;173
2021-01-18;7750;216;6662;89;1253;1263;171
2021-01-18;7739;217;6662;72;1393;1261;170
2021-01-18;7593;220;6657;67;1442;1186;168
2021-01-18;7628;214;6657;67;1486;1175;170
2021-01-18;7379;214;6655;67;1476;1004;173
2021-01-18;7333;214;6655;68;1396;985;170
2021-01-18;7149;213;6654;76;1313;986;173
2021-01-18;6843;207;6655;85;1150;1050;173
2021-01-18;6733;206;6654;78;984;983;173
2021-01-18;6653;206;6652;84;772;1002;178
2021-01-18;6546;207;6653;87;506;995;177
2021-01-18;6476;206;6654;109;250;1098;174
2021-01-18;6600;207;6655;108;49;1096;175
2021-01-18;6779;208;6655;104;0;1213;178
2021-01-18;7240;210;6654;121;0;1221;179
2021-01-18;7563;207;6653;137;0;1241;177
2021-01-18;7563;207;6653;140;0;1228;176
2021-01-18;7376;208;6655;150;0;1213;178
2021-01-18;7199;213;6655;158;0;1116;180
2021-01-18;6959;213;6532;162;0;1110;176
2021-01-18;6881;213;6607;187;0;1007;180
2021-01-18;6713;213;6554;201;0;971;178
2021-01-18;6806;214;6589;221;0;880;179
2021-01-18;6969;214;6592;232;0;989;178
2021-01-18;6929;214;6575;246;0;872;175
2021-01-19;6976;214;6554;279;0;848;170
2021-01-19;6957;214;6587;320;0;818;169
2021-01-19;6909;214;6558;363;0;794;163
2021-01-19;7051;214;6583;407;0;796;162
2021-01-19;6963;214;6568;461;0;792;159
2021-01-19;7161;214;6592;500;0;793;167
2021-01-19;7081;214;6568;537;0;768;170
2021-01-19;6906;214;6586;584;0;778;172
2021-01-19;6726;213;6440;616;0;760;168
2021-01-19;6651;214;6396;617;0;698;168
2021-01-19;6765;210;6366;631;0;700;169
2021-01-19;6922;210;6400;638;0;779;168
2021-01-19;7176;209;6395;642;0;803;168
2021-01-19;7475;203;6434;653;0;929;173
2021-01-19;7639;205;6507;660;0;1026;175
2021-01-19;7964;204;6578;686;0;1132;172
2021-01-19;8247;204;6609;683;0;1153;173
2021-01-19;8288;203;6647;678;0;1121;173
2021-01-19;8255;203;6649;672;50;1163;170
2021-01-19;8087;200;6652;673;255;1213;169
2021-01-19;8059;198;6644;628;549;1193;168
2021-01-19;7911;197;6644;588;864;1166;162
2021-01-19;7776;197;6645;524;1138;1188;158
2021-01-19;7612;202;6644;479;1319;1186;157
2021-01-19;7488;205;6639;443;1445;1007;158
2021-01-19;7460;202;6637;421;1518;974;157
2021-01-19;7499;206;6638;398;1548;971;157
2021-01-19;7195;208;6641;364;1547;899;156
2021-01-19;7165;206;6638;375;1513;885;155
2021-01-19;6967;204;6636;382;1421;868;158
2021-01-19;6704;203;6633;377;1315;795;157
2021-01-19;6504;203;6631;370;1133;795;157
2021-01-19;6254;199;6631;346;886;802;154
2021-01-19;6239;202;6629;343;597;843;155
2021-01-19;6180;202;6630;344;306;866;156
2021-01-19;6221;205;6641;411;75;894;156
2021-01-19;6512;206;6643;491;0;1064;157
2021-01-19;6938;202;6642;616;0;1152;157
2021-01-19;7160;203;6642;694;0;1183;160
2021-01-19;7164;203;6643;766;0;1228;160
2021-01-19;6908;204;6644;796;0;1129;159
2021-01-19;6743;206;6642;828;0;970;160
2021-01-19;6563;206;6622;848;0;925;160
2021-01-19;6357;207;6583;839;0;958;159
2021-01-19;6377;207;6466;833;0;932;156
2021-01-19;6498;207;6456;805;0;933;159
2021-01-19;6663;207;6407;813;0;871;158
2021-01-19;6453;207;6410;823;0;842;156
2021-01-20;6469;208;6413;820;0;817;156
2021-01-20;6386;209;6442;793;0;961;159
2021-01-20;6164;216;6384;793;0;921;159
2021-01-20;6442;216;6429;824;0;848;158
2021-01-20;6315;216;6404;815;0;841;160
2021-01-20;6289;216;6458;817;0;705;162
2021-01-20;6242;216;6360;821;0;693;161
2021-01-20;6124;209;6435;831;0;704;162
2021-01-20;5956;210;6428;822;0;626;161
2021-01-20;6039;210;6416;842;0;625;160
2021-01-20;6070;209;6414;833;0;621;161
2021-01-20;6220;210;6439;838;0;617;162
2021-01-20;6383;209;6447;858;0;701;168
2021-01-20;6504;210;6535;876;0;735;166
2021-01-20;6796;213;6518;891;0;769;164
2021-01-20;7004;220;6549;901;0;932;166
2021-01-20;7250;220;6611;915;0;972;166
2021-01-20;7385;218;6597;920;0;999;168
2021-01-20;7394;214;6592;919;29;1160;169
2021-01-20;7384;214;6589;907;129;1209;169
2021-01-20;7347;212;6612;899;245;1179;170
2021-01-20;7281;209;6627;879;376;1155;167
2021-01-20;7197;207;6621;895;460;1147;168
2021-01-20;7165;203;6619;916;515;1141;167
2021-01-20;7241;202;6616;917;456;1161;168
2021-01-20;7235;206;6617;931;412;973;166
2021-01-20;7353;206;6615;923;390;896;166
2021-01-20;7221;202;6613;939;365;900;167
2021-01-20;7283;203;6612;941;347;866;166
2021-01-20;7154;204;6612;942;430;764;166
2021-01-20;6932;204;6610;976;700;701;168
2021-01-20;6921;202;6611;961;663;705;168
2021-01-20;6649;203;6609;951;512;714;168
2021-01-20;6502;203;6611;953;326;725;165
2021-01-20;6442;205;6611;982;190;735;169
2021-01-20;6430;208;6615;971;39;758;169
2021-01-20;6607;210;6617;981;0;909;169
2021-01-20;7001;210;6618;995;0;864;174
2021-01-20;7108;209;6617;1007;0;870;173
2021-01-20;6968;209;6617;1003;0;885;171
2021-01-20;6794;209;6617;1014;0;934;172
2021-01-20;6580;207;6616;1018;0;872;173
2021-01-20;6397;207;6616;1016;0;857;175
2021-01-20;6016;207;6616;997;0;898;171
2021-01-20;5877;207;6615;1001;0;870;172
2021-01-20;5870;208;6616;980;0;855;168
2021-01-20;6171;208;6614;979;0;778;169
2021-01-20;6042;208;6616;941;0;796;169
2021-01-21;6058;207;6614;947;0;820;171
2021-01-21;5873;207;6469;956;0;895;168
2021-01-21;5687;208;6397;967;0;866;168
2021-01-21;5830;208;6459;974;0;825;169
2021-01-21;5725;208;6484;958;0;842;173
2021-01-21;5807;208;6475;930;0;838;174
2021-01-21;5601;208;6434;923;0;764;168
2021-01-21;5370;208;6471;872;0;555;169
2021-01-21;5275;208;6478;828;0;477;165
2021-01-21;5354;208;6476;770;0;559;170
2021-01-21;5386;208;6560;694;0;579;170
2021-01-21;5540;208;6566;642;0;768;170
2021-01-21;5464;208;6484;561;0;816;169
2021-01-21;5873;208;6500;512;0;878;169
2021-01-21;6132;212;6560;543;0;975;164
2021-01-21;6398;214;6620;552;0;1014;163
2021-01-21;6642;215;6621;560;0;1051;161
2021-01-21;6604;214;6623;611;0;1134;154
2021-01-21;6570;207;6605;616;26;1180;159
2021-01-21;6575;203;6592;644;107;1198;159
2021-01-21;6506;204;6618;675;203;1108;160
2021-01-21;6495;204;6621;713;318;1069;162
2021-01-21;6439;207;6618;751;409;1063;158
2021-01-21;6473;212;6617;806;481;1107;158
2021-01-21;6503;213;6618;834;437;1106;161
2021-01-21;6506;215;6615;883;379;1101;170
2021-01-21;6659;213;6598;895;310;1027;171
2021-01-21;6542;215;6596;886;244;1014;172
2021-01-21;6705;213;6595;944;188;974;171
2021-01-21;6651;213;6596;957;168;989;175
2021-01-21;6468;213;6606;980;242;990;175
2021-01-21;6414;211;6611;993;305;1004;170
2021-01-21;6264;217;6613;1008;270;1070;169
2021-01-21;6193;212;6614;1008;273;1014;169
2021-01-21;6045;210;6612;1002;175;1061;169
2021-01-21;5946;210;6611;1003;61;1056;168
2021-01-21;6075;210;6612;1007;1;1160;171
2021-01-21;6561;212;6610;993;0;1102;163
2021-01-21;6703;211;6611;980;0;1145;170
2021-01-21;6545;210;6612;1015;0;1203;171
2021-01-21;6261;209;6616;985;0;1191;168
2021-01-21;6004;208;6617;1005;0;1126;171
2021-01-21;5767;208;6608;992;0;1120;178
2021-01-21;5600;208;6552;998;0;1115;178
2021-01-21;5500;208;6539;989;0;1109;179
2021-01-21;5494;207;6527;956;0;1003;178
2021-01-21;5737;207;6543;949;0;1074;177
2021-01-21;5623;208;6530;907;0;892;178
2021-01-22;5599;209;6526;867;0;977;176
2021-01-22;5597;209;6545;848;0;983;176
2021-01-22;5572;209;6313;866;0;791;182
2021-01-22;5714;209;6350;866;0;648;178
2021-01-22;5540;208;6339;834;0;647;180
2021-01-22;5527;208;6305;798;0;646;177
2021-01-22;5290;209;6305;782;0;635;175
2021-01-22;5115;208;6282;783;0;640;180
2021-01-22;5037;209;6259;805;0;562;176
2021-01-22;5019;209;6322;792;0;587;177
2021-01-22;5053;210;6314;759;0;603;175
2021-01-22;5300;209;6382;731;0;735;171
2021-01-22;5493;209;6441;717;0;812;174
2021-01-22;5840;209;6543;636;0;854;175
2021-01-22;5877;213;6608;501;0;905;174
2021-01-22;6193;214;6610;336;0;944;173
2021-01-22;6483;213;6613;289;0;963;172
2021-01-22;6564;213;6613;271;0;982;173
2021-01-22;6642;218;6541;315;1;1171;166
2021-01-22;6623;219;6565;342;19;1226;165
2021-01-22;6644;212;6553;379;65;1200;169
2021-01-22;6653;212;6547;413;120;1218;172
2021-01-22;6649;213;6543;461;201;1218;168
2021-01-22;6689;211;6552;458;290;1171;173
2021-01-22;6690;211;6551;493;433;1163;172
2021-01-22;6733;212;6628;459;740;1162;171
2021-01-22;6780;212;6629;439;992;1158;171
2021-01-22;6525;212;6627;381;975;1161;169
2021-01-22;6514;213;6627;374;1008;1062;171
2021-01-22;6439;213;6630;403;777;1047;170
2021-01-22;6180;212;6628;413;696;1037;174
2021-01-22;6095;212;6626;429;596;1057;169
2021-01-22;6098;212;6628;384;459;1072;171
2021-01-22;5946;213;6629;319;328;1116;177
2021-01-22;5925;213;6627;322;152;1145;175
2021-01-22;6031;213;6625;364;55;1220;171
2021-01-22;6189;214;6626;375;0;1235;171
2021-01-22;6489;215;6626;391;0;1218;170
2021-01-22;6662;214;6627;465;0;1233;168
2021-01-22;6636;212;6627;483;0;1241;173
2021-01-22;6453;216;6628;460;0;1151;172
2021-01-22;6247;212;6629;465;0;1035;176
2021-01-22;6057;214;6632;485;0;951;176
2021-01-22;5927;213;6601;482;0;930;173
2021-01-22;5956;212;6590;476;0;893;172
2021-01-22;6017;214;6593;453;0;889;176
2021-01-22;6259;205;6595;479;0;962;171
2021-01-22;6126;204;6595;456;0;958;173
2021-01-23;6144;204;6630;447;0;940;172
2021-01-23;6106;209;6633;451;0;961;173
2021-01-23;5902;208;6633;469;0;930;175
2021-01-23;6043;214;6633;455;0;924;175
2021-01-23;5837;212;6630;498;0;919;173
2021-01-23;5777;212;6560;501;0;920;178
2021-01-23;5748;213;6531;501;0;811;175
2021-01-23;5555;212;6554;551;0;728;176
2021-01-23;5451;213;6555;647;0;727;178
2021-01-23;5423;208;6563;654;0;710;182
2021-01-23;5403;203;6556;649;0;708;181
2021-01-23;5491;207;6561;673;0;704;181
2021-01-23;5540;207;6557;667;0;716;179
2021-01-23;5766;208;6567;682;0;797;179
2021-01-23;5689;212;6568;713;0;817;179
2021-01-23;5725;211;6556;721;0;835;177
2021-01-23;5864;211;6570;749;0;856;177
2021-01-23;5903;210;6546;783;0;857;175
2021-01-23;5979;208;6555;765;6;914;177
2021-01-23;6092;200;6597;757;52;1099;176
2021-01-23;6235;200;6585;777;104;1104;177
2021-01-23;6418;201;6584;803;183;1104;179
2021-01-23;6196;200;6588;799;214;1088;174
2021-01-23;6276;202;6588;823;266;960;175
2021-01-23;6305;203;6587;861;341;954;177
2021-01-23;6440;202;6582;898;380;949;180
2021-01-23;6525;202;6581;884;409;1033;179
2021-01-23;6331;202;6518;904;406;954;180
2021-01-23;6258;201;6498;902;416;770;180
2021-01-23;6241;207;6537;909;372;780;177
2021-01-23;6019;209;6542;871;334;785;177
2021-01-23;6002;209;6545;813;256;856;181
2021-01-23;5912;209;6549;744;190;870;183
2021-01-23;5877;209;6562;600;109;935;180
2021-01-23;5876;209;6558;464;43;951;178
2021-01-23;5984;210;6564;385;6;942;181
2021-01-23;6186;211;6587;305;0;1155;181
2021-01-23;6448;211;6631;227;0;1205;183
2021-01-23;6537;211;6630;199;0;1200;182
2021-01-23;6557;211;6630;164;0;1191;180
2021-01-23;6438;211;6571;117;0;1169;179
2021-01-23;6188;212;6561;116;0;1107;178
2021-01-23;6080;212;6559;146;0;1009;180
2021-01-23;5945;212;6556;154;0;925;180
2021-01-23;5850;212;6546;163;0;845;181
